uti,platform,original_id,description,primary
amkr/aave-mkr,ethereum,0xc713e5e149d5d0715dcd1c156a020976e7e56b88,aave-mkr@Aave MKR,TRUE
amkr/aave-mkr-v1,ethereum,0x7deb5e830be29f91e298ba5ff1356bb7f8146998,aave-mkr-v1@Aave MKR v1,TRUE
amaave/aave-polygon-aave,polygon-pos,0x1d2a0e5ec8e5bbdca5cb219e649b565d8e5c3360,aave-polygon-aave@Aave Polygon AAVE,TRUE
amdai/aave-polygon-dai,polygon-pos,0x27f8d03b3a2196956ed754badc28d73be8830a6e,aave-polygon-dai@Aave Polygon DAI,TRUE
amusdc/aave-polygon-usdc,polygon-pos,0x1a13f4ca1d028320a707d99520abfefca3998b7f,aave-polygon-usdc@Aave Polygon USDC,TRUE
amusdt/aave-polygon-usdt,polygon-pos,0x60d55f02a771d515e077c9c2403a1ef324885cec,aave-polygon-usdt@Aave Polygon USDT,TRUE
amwbtc/aave-polygon-wbtc,polygon-pos,0x5c2ed810328349100a66b82b78a1791b101c9d61,aave-polygon-wbtc@Aave Polygon WBTC,TRUE
amweth/aave-polygon-weth,polygon-pos,0x28424507fefb6f7f8e9d3860f56504e4e5f5f390,aave-polygon-weth@Aave Polygon WETH,TRUE
amwmatic/aave-polygon-wmatic,polygon-pos,0x8df3aad3a84da6b69a4da8aec3ea40d9091b2ac4,aave-polygon-wmatic@Aave Polygon WMATIC,TRUE
arai/aave-rai,ethereum,0xc9bc48c72154ef3e5425641a3c747242112a46af,aave-rai@Aave RAI,TRUE
aren/aave-ren,ethereum,0xcc12abe4ff81c9378d670de1b57f8e0dd228d77a,aave-ren@Aave REN,TRUE
aren/aave-ren-v1,ethereum,0x69948cc03f478b95283f7dbf1ce764d0fc7ec54c,aave-ren-v1@Aave REN v1,TRUE
asnx/aave-snx,ethereum,0x35f6b052c598d933d69a4eec4d04c73a191fe6c2,aave-snx@Aave SNX,TRUE
asnx/aave-snx-v1,ethereum,0x328c4c80bc7aca0834db37e6600a6c49e12da4de,aave-snx-v1@Aave SNX v1,TRUE
asusd/aave-susd,ethereum,0x6c5024cd4f8a59110119c56f8933403a539555eb,aave-susd@Aave SUSD,TRUE
asusd/aave-susd,optimistic-ethereum,0x6d80113e533a2c0fe82eabd35f1875dcea89ea97,aave-susd@Aave SUSD,
asusd/aave-susd-v1,ethereum,0x625ae63000f46200499120b906716420bd059240,aave-susd-v1@Aave SUSD v1,TRUE
atusd/aave-tusd,ethereum,0x101cc05f4a51c0319f570d5e146a8c625198e636,aave-tusd@Aave TUSD,TRUE
atusd/aave-tusd-v1,ethereum,0x4da9b813057d04baef4e5800e36083717b4a0341,aave-tusd-v1@Aave TUSD v1,TRUE
auni/aave-uni,ethereum,0xb9d7cb55f463405cdfbe4e90a6d2df01c2b92bf1,aave-uni@Aave UNI,TRUE
ausdc/aave-usdc,ethereum,0xbcca60bb61934080951369a648fb03df4f96263c,aave-usdc@Aave USDC,TRUE
ausdc/aave-usdc,optimistic-ethereum,0x625e7708f30ca75bfd92586e17077590c60eb4cd,aave-usdc@Aave USDC,
ausdc/aave-usdc,polygon-pos,0x625e7708f30ca75bfd92586e17077590c60eb4cd,aave-usdc@Aave USDC,
ausdc/aave-usdc,fantom,0x625e7708f30ca75bfd92586e17077590c60eb4cd,aave-usdc@Aave USDC,
ausdc/aave-usdc,avalanche,0x625e7708f30ca75bfd92586e17077590c60eb4cd,aave-usdc@Aave USDC,
ausdc/aave-usdc,harmony-shard-0,0x625e7708f30ca75bfd92586e17077590c60eb4cd,aave-usdc@Aave USDC,
ausdc/aave-usdc,arbitrum-one,0x625e7708f30ca75bfd92586e17077590c60eb4cd,aave-usdc@Aave USDC,
ausdc/aave-usdc-v1,ethereum,0x9ba00d6856a4edf4665bca2c2309936572473b7e,aave-usdc-v1@Aave USDC v1,TRUE
ausdt/aave-usdt,ethereum,0x3ed3b47dd13ec9a98b44e6204a523e766b225811,aave-usdt@Aave USDT,TRUE
ausdt/aave-usdt,optimistic-ethereum,0x6ab707aca953edaefbc4fd23ba73294241490620,aave-usdt@Aave USDT,
ausdt/aave-usdt,polygon-pos,0x6ab707aca953edaefbc4fd23ba73294241490620,aave-usdt@Aave USDT,
ausdt/aave-usdt,fantom,0x6ab707aca953edaefbc4fd23ba73294241490620,aave-usdt@Aave USDT,
ausdt/aave-usdt,avalanche,0x6ab707aca953edaefbc4fd23ba73294241490620,aave-usdt@Aave USDT,
ausdt/aave-usdt,harmony-shard-0,0x6ab707aca953edaefbc4fd23ba73294241490620,aave-usdt@Aave USDT,
ausdt/aave-usdt,arbitrum-one,0x6ab707aca953edaefbc4fd23ba73294241490620,aave-usdt@Aave USDT,
ausdt/aave-usdt-v1,ethereum,0x71fc860f7d3a592a4a98740e39db31d25db65ae8,aave-usdt-v1@Aave USDT v1,TRUE
awbtc/aave-wbtc,ethereum,0x9ff58f4ffb29fa2266ab25e75e2a8b3503311656,aave-wbtc@Aave WBTC,TRUE
awbtc/aave-wbtc,optimistic-ethereum,0x078f358208685046a11c85e8ad32895ded33a249,aave-wbtc@Aave WBTC,
awbtc/aave-wbtc,polygon-pos,0x078f358208685046a11c85e8ad32895ded33a249,aave-wbtc@Aave WBTC,
awbtc/aave-wbtc,fantom,0x078f358208685046a11c85e8ad32895ded33a249,aave-wbtc@Aave WBTC,
awbtc/aave-wbtc,avalanche,0x078f358208685046a11c85e8ad32895ded33a249,aave-wbtc@Aave WBTC,
awbtc/aave-wbtc,harmony-shard-0,0x078f358208685046a11c85e8ad32895ded33a249,aave-wbtc@Aave WBTC,
awbtc/aave-wbtc,arbitrum-one,0x078f358208685046a11c85e8ad32895ded33a249,aave-wbtc@Aave WBTC,
awbtc/aave-wbtc-v1,ethereum,0xfc4b8ed459e00e5400be803a9bb3954234fd50e3,aave-wbtc-v1@Aave WBTC v1,TRUE
aweth/aave-weth,ethereum,0x030ba81f1c18d280636f32af80b9aad02cf0854e,aave-weth@Aave WETH,TRUE
aweth/aave-weth,optimistic-ethereum,0xe50fa9b3c56ffb159cb0fca61f5c9d750e8128c8,aave-weth@Aave WETH,
aweth/aave-weth,polygon-pos,0xe50fa9b3c56ffb159cb0fca61f5c9d750e8128c8,aave-weth@Aave WETH,
aweth/aave-weth,fantom,0xe50fa9b3c56ffb159cb0fca61f5c9d750e8128c8,aave-weth@Aave WETH,
aweth/aave-weth,avalanche,0xe50fa9b3c56ffb159cb0fca61f5c9d750e8128c8,aave-weth@Aave WETH,
aweth/aave-weth,harmony-shard-0,0xe50fa9b3c56ffb159cb0fca61f5c9d750e8128c8,aave-weth@Aave WETH,
aweth/aave-weth,arbitrum-one,0xe50fa9b3c56ffb159cb0fca61f5c9d750e8128c8,aave-weth@Aave WETH,
aave/aave-wormhole,solana,3vAs4D1WE6Na4tCgt4BApgFfENbm8WY7q4cSPD1yM4Cg,aave-wormhole@Aave (Wormhole),TRUE
axsushi/aave-xsushi,ethereum,0xf256cc7847e919fac9b808cc216cac87ccf2f47a,aave-xsushi@Aave XSUSHI,TRUE
ayfi/aave-yfi,ethereum,0x5165d24277cd063f5ac44efd447b27025e888f37,aave-yfi@Aave YFI,TRUE
azrx/aave-zrx,ethereum,0xdf7ff54aacacbff42dfe29dd6144a69b629f8c9e,aave-zrx@Aave ZRX,TRUE
azrx/aave-zrx-v1,ethereum,0x6fb0855c404e09c47c3fbca25f08d4e41f9f062f,aave-zrx-v1@Aave ZRX v1,TRUE
aab/aax-token,ethereum,0x686c650dbcfeaa75d09b883621ad810f5952bd5d,aax-token@AAX,TRUE
abi/abachi,polygon-pos,0x6d5f5317308c6fe7d6ce16930353a8dfd92ba4d7,abachi@Abachi,TRUE
abc/abacus,abacus,abc,abacus@Abacus,TRUE
abby/abby-inu,ethereum,0xd796118d6545692206ca9da2007bba531c86fb5e,abby-inu@Abby Inu,TRUE
abc/abc-chain,abc chain,abc,abc-chain@ABC Chain,TRUE
at/abcc-token,ethereum,0xbf8fb919a8bbf28e590852aef2d284494ebc0657,abcc-token@ABCC,TRUE
ahe/abeatsheroenhencement,avalanche,0x5e46c4aa8d9284d08e2ad399b389ea4cf0d51bdc,abeatsheroenhencement@AbeatsHeroEnhencement,TRUE
abc/abell-coin,binance-smart-chain,0xa0b0bd446f76f66e4791631431f4034d08f4a00c,abell-coin@Abell Coin,TRUE
abey/abey,abey,abey,abey@Abey,TRUE
abst/abitshadow-token,binance-smart-chain,0x7e46d5eb5b7ca573b367275fee94af1945f5b636,abitshadow-token@Abitshadow,TRUE
able/able-finance,binance-smart-chain,0x2136cd209bb3d8e4c008ec2791b5d6790b5e33a9,able-finance@Able Finance,TRUE
abs/absolute,absolute,abs,absolute@Absolute,TRUE
ast/absolute-sync-token,absolute sync,ast,absolute-sync-token@Absolute Sync,TRUE
abs/absorber,binance-smart-chain,0x6c5fe6e99d2484db7e4bf34f365aba42d0e4dc20,absorber@Absorber,TRUE
abu/abura-farm,binance-smart-chain,0xa897515b2f01733f450a1da9e51e6df1ad4fa75e,abura-farm@Abura Farm,TRUE
ausd/acala-dollar,karura,0x0000000000000000000100000000000000000081,acala-dollar@Acala Dollar,TRUE
aca/acash-coin,ethereum,0x63d958d765f5bd88efdbd8afd32445393b24907f,acash-coin@Acash Coin,TRUE
aca/aca-token,binance-smart-chain,0x9eb6935aea6afb5bc6d1a74be0c2f78280ab6448,aca-token@ACA,TRUE
accel/accel-defi,ethereum,0x7475c42f8bf2c19f4eaf12feaababa859fdc8914,accel-defi@Accel Defi,TRUE
accel/accel-defi,binance-smart-chain,0x2cace984dab08bd192a7fd044276060cb955dd9c,accel-defi@Accel Defi,
acx/accesslauncher,binance-smart-chain,0x8b292baabf70b745c791c69e0d91d2265290e53f,accesslauncher@AccessLauncher,TRUE
acme/accumulate,factom,"Accumulate (ACME) will be a hard fork of Factom (FCT), no contract address available at this time",accumulate@Accumulate,TRUE
aced/aced,binance-smart-chain,0x3b98bbefe14b98000f10124ca95ed298ac9db3ff,aced@Aced [OLD],TRUE
aced/aced-2,binance-smart-chain,0xbf03013e317cf434b24967a6d804a683f963cbcb,aced-2@Aced,TRUE
ace/acent,ethereum,0xec5483804e637d45cde22fa0869656b64b5ab1ab,acent@Acent,TRUE
astar/acestarter,binance-smart-chain,0x9eeddb9da3bcbfdcfbf075441a9e14c6a8899999,acestarter@AceStarter,TRUE
ace/acetoken,binance-smart-chain,0xfaaa87943bfca6d97434be3d26c589647fea4375,acetoken@ACEToken,TRUE
act/acet-token,binance-smart-chain,0x9f3bcbe48e8b754f331dfc694a894e8e686ac31d,acet-token@Acet,TRUE
acxt/ac-exchange-token,ethereum,0x7be00ed6796b21656732e8f739fc1b8f1c53da0d,ac-exchange-token@ACDX Exchange,TRUE
act/achain,achain,act,achain@Achain,TRUE
ack/acknoledger,binance-smart-chain,0xf7b5fb4607abfe0ecf332c23cbdcc9e425b443a8,acknoledger@AcknoLedger,TRUE
acm/ac-milan-fan-token,chiliz,0xea6a3e367e96521fd9e8296425a44efa6aee82da,ac-milan-fan-token@AC Milan Fan Token,TRUE
ac/acoconut,ethereum,0x9a0aba393aac4dfbff4333b06c407458002c6183,acoconut@ACoconut,TRUE
acoin/acoin,acoin,acoin,acoin@Acoin,TRUE
acr/acreage-coin,ethereum,0x76306f029f8f99effe509534037ba7030999e3cf,acreage-coin@Acreage Coin,TRUE
acs/acryptos,binance-smart-chain,0x4197c6ef3879a08cd51e5560da5064b773aa1d29,acryptos@ACryptoS,TRUE
acsi/acryptosi,binance-smart-chain,0x5b17b4d5e4009b5c43e3e3d63a5229f794cba389,acryptosi@ACryptoSI,TRUE
acta/acta-finance,avalanche,0x4636e16444720075db87a0a4fd998b423c2b5456,acta-finance@Acta Finance,TRUE
afit/actifit,binance-smart-chain,0x4516bb582f59befcbc945d8c2dac63ef21fba9f6,actifit@Actifit,TRUE
acm/actinium,actinium,acm,actinium@Actinium,TRUE
acada/activada,cardano,7f607c4f4ad1a2bd61358bdf0e96565aafb74d22f555e4d1cd065192,activada@ActivADA,TRUE
awrt/active-world-rewards-token,ethereum,0x27ad8e47c48063b209fa5ca14c8c46ece49b82d2,active-world-rewards-token@Active World Rewards,TRUE
acm/acumen,solana,ACUMENkbnxQPAsN8XrNA11sY3NmXDNKVCqS82EiDqMYB,acumen@Acumen,TRUE
acu/acu-platform,ethereum,0x2a4f6675469ee5a31664925b486ebaddfb838dd0,acu-platform@ACU Platform,TRUE
aac/acute-angle-cloud,ethereum,0xe75ad3aab14e4b0df8c5da4286608dabb21bd864,acute-angle-cloud@Double-A Chain,TRUE
acy/acy-finance,binance-smart-chain,0xc94595b56e301f3ffedb8ccc2d672882d623e53a,acy-finance@ACY Finance,TRUE
acy/acy-finance,ethereum,0xaf9db9e362e306688af48c4acb9618c06db38ac3,acy-finance@ACY Finance,
adaboy/adaboy,binance-smart-chain,0x1e653794a6849bc8a78be50c4d48981afad6359d,adaboy@ADABoy,TRUE
adacash/adacash,binance-smart-chain,0x651a89fed302227d41425235f8e934502fb94c48,adacash@ADAcash,TRUE
adao/adadao,binance-smart-chain,0x3b76374cc2dfe28cc373dca6d5024791b2586335,adadao@ADADao,TRUE
adao/adadao,cardano,50f8758f5a5c9511a8d9b395e7d5df761bc7e46bcbcaf4d383bc18774144414f,adadao@ADADao,
adat/adadex-tools,binance-smart-chain,0xdce6380b9d2d8beac66b0fba2604c51519d24d77,adadex-tools@Adadex Tools,TRUE
adaflect/adaflect,binance-smart-chain,0xd6ca9451bba47e26706a701ae05be45a712d4b1b,adaflect@ADAFlect,TRUE
akong/adakong,binance-smart-chain,0x4f426812c5c9b47c64763e438970bcd7c6de6bbd,adakong@AdaKong,TRUE
adal/adalend,binance-smart-chain,0xae1107fc7cef1294f09185ac475c9886527dcd8a,adalend@Adalend,TRUE
adal/adalend,ethereum,0xae1107fc7cef1294f09185ac475c9886527dcd8a,adalend@Adalend,
adal/adalend,cardano,fef62c356a35a92ac893529d9d1a0cc53740b5c0d2987fb9671482ad4144414c,adalend@Adalend,
addy/adamant,polygon-pos,0xc3fdbadc7c795ef1d6ba111e06ff8f16a20ea539,adamant@Adamant,TRUE
admc/adamant-coin,binance-smart-chain,0xa55ef2fb2b7b6a60371fd3def9b806e74a48be69,adamant-coin@Adamant Coin,TRUE
adm/adamant-messenger,adamant messenger,adm,adamant-messenger@ADAMANT Messenger,TRUE
adam/adam-oracle,binance-smart-chain,0x59802ac95f2399c929a096171c1bee93c27dae90,adam-oracle@ADAM Oracle,TRUE
demir/adana-demirspor,ethereum,0xfec82a1b2638826bfe53ae2f87cfd94329cde60d,adana-demirspor@Adana Demirspor,TRUE
adana/adanaspor-fan-token,Bitcichain,0x84061ea874ef3d89d40bd5bed7e45075d4c2612e,adanaspor-fan-token@Adanaspor Fan Token,TRUE
adapad/adapad,binance-smart-chain,0xdb0170e2d0c1cc1b2e7a90313d9b9afa4f250289,adapad@ADAPad,TRUE
adapad/adapad,ethereum,0xdb0170e2d0c1cc1b2e7a90313d9b9afa4f250289,adapad@ADAPad,
adp/adappter-token,ethereum,0xc314b0e758d5ff74f63e307a86ebfe183c95767b,adappter-token@Adappter,TRUE
asw/adaswap,ethereum,0x56694577564fdd577a0abb20fe95c1e2756c2a11,adaswap@AdaSwap,TRUE
adax/adax,cardano,0c78f619e54a5d00e143f66181a2c500d0c394b38a10e86cd1a23c5f41444158,adax@ADAX,TRUE
adb/adbank,ethereum,0x2baac9330cf9ac479d819195794d79ad0c7616e3,adbank@adbank,TRUE
add/add-xyz-new,ethereum,0x635d081fd8f6670135d8a3640e2cf78220787d56,add-xyz-new@Add.xyz (NEW),TRUE
add/add-xyz-new,binance-smart-chain,0xcd7e445175ff67475f0079b13aa6bed8a4e01809,add-xyz-new@Add.xyz (NEW),
adl/adelphoi,ethereum,0x660e71483785f66133548b10f6926dc332b06e61,adelphoi@Adelphoi,TRUE
aden/adene,binance-smart-chain,0xe782ccb8f8749a0f23ab690aa601455e8eb8e550,adene@Adene,TRUE
adx/adex,ethereum,0xade00c28244d5ce17d72e40330b1c318cd12b7c3,adex@Ambire AdEx,TRUE
adx/adex,binance-smart-chain,0x6bff4fb161347ad7de4a625ae5aa3a1ca7077819,adex@Ambire AdEx,
adx/adex,polygon-pos,0xc8e36f0a44fbeca89fdd5970439cbe62eb4b5d03,adex@Ambire AdEx,
adf/ad-flex-token,ethereum,0x7220e92d418e2eb59d0c25d195fa004bfd3afc42,ad-flex-token@Ad Flex,TRUE
adi/aditus,ethereum,0x8810c63470d38639954c6b41aac545848c46484a,aditus@Aditus,TRUE
admonkey/admonkey,binance-smart-chain,0x9eeb03bbdef40980e16e6f4332f486d991d11b84,admonkey@AdMonkey,TRUE
ara/adora-token,ethereum,0x9ac5c63ddcb93612e316ab31dfc8192bc8961988,adora-token@Adora,TRUE
ara/adora-token,binance-smart-chain,0xa9243aeb1e1038273d479436d4f4dece656c62f3,adora-token@Adora,
adr/adroverse,binance-smart-chain,0x36f1f32c728c3f330409ec1f0928fa3ab3c8a76f,adroverse@Adroverse,TRUE
ads/adshares,ethereum,0xcfcecfe2bd2fed07a9145222e8a7ad9cf1ccd22a,adshares@Adshares,TRUE
ads/adshares,binance-smart-chain,0xcfcecfe2bd2fed07a9145222e8a7ad9cf1ccd22a,adshares@Adshares,
ads/adshares,polygon-pos,0x598e49f01befeb1753737934a5b11fea9119c796,adshares@Adshares,
adt/adtoken,ethereum,0xd0d6d6c5fe4a677d343cc433536bb717bae167dd,adtoken@adChain,TRUE
aib/advanced-internet-block,advanced integrated blocks,aib,advanced-internet-block@Advanced Integrated Blocks,TRUE
auc/advanced-united-continent,ethereum,0x87a92428bbc876d463c21c8e51b903f127d9a9f4,advanced-united-continent@Advanced United Continent,TRUE
advar/advar-protocol,binance-smart-chain,0x85ce1f8daf297a2207aafbb5506fecd9768632d7,advar-protocol@Advar Protocol,TRUE
agld/adventure-gold,ethereum,0x32353a6c91143bfd6c7d363b546e62a9a2489a20,adventure-gold@Adventure Gold,TRUE
adinu/adventure-inu,ethereum,0x2f9f363685ffecc8d7bed0486d8c2b21232bdc5a,adventure-inu@Adventure Inu,TRUE
twa/adventure-token,ethereum,0xa2ef2757d2ed560c9e3758d1946d7bcccbd5a7fe,adventure-token@Adventure,TRUE
adco/advertise-coin,ethereum,0xb6c3dc857845a713d3531cea5ac546f6767992f4,advertise-coin@Advertise Coin,TRUE
ags/aegis,ethereum,0xdb2f2bcce3efa95eda95a233af45f3e0d4f00e2a,aegis@Aegis,TRUE
agspad/aegis-launchpad,binance-smart-chain,0xf834673d496aeacb5e99dfbfc34f1bdcdf81d7bd,aegis-launchpad@Aegis Launchpad,TRUE
elf/aelf,ethereum,0xbf2179859fc6d5bee9bf9158632dc51678a4100e,aelf@aelf,TRUE
aelin/aelin,optimistic-ethereum,0x61baadcf22d2565b0f471b291c475db5555e0b76,aelin@Aelin,TRUE
ael/aelysir,ethereum,0xd337382da15d12bb6e56498e91df64f86c8f1ea8,aelysir@Aelysir,TRUE
aens/aen-smart-token,ethereum,0xd38de88687172bde440755b5237987e4a87c23a7,aen-smart-token@AEN Smart,TRUE
aeon/aeon,aeon,aeon,aeon@Aeon,TRUE
aera/aerarium-fi,metis-andromeda,0xfe540d6dbad8c68928778aaf2be828efa4b44fa2,aerarium-fi@Aerarium Fi,TRUE
aer/aerdrop,binance-smart-chain,0xc7ad2ce38f208eed77a368613c62062fce88f125,aerdrop@Aerdrop,TRUE
aergo/aergo,ethereum,0x91af0fbb28aba7e31403cb457106ce79397fd4e6,aergo@Aergo,TRUE
aero-v2/aerochain,binance-smart-chain,0x6b992d72bda6a5463aefa01e4790ea3767af91c2,aerochain@Aerochain Coin V2,TRUE
arnx/aeron,ethereum,0x0c37bcf456bc661c14d596683325623076d7e283,aeron@Aeron,TRUE
aet/aerotoken,ethereum,0x8c9e4cf756b9d01d791b95bc2d0913ef2bf03784,aerotoken@AEROTOKEN,TRUE
atyne/aerotyne,binance-smart-chain,0x71e1611075800e89a460463fcdfba3d0fea8c01d,aerotyne@Aerotyne,TRUE
aero/aerovek-aviation,elrond,AERO-458bbf,aerovek-aviation@Aerovek Aviation,TRUE
ae/aeternity,ethereum,0x5ca9a71b1d01849c0a95490cc00559717fcf0d1d,aeternity@Aeternity,TRUE
aeth/aetherius,binance-smart-chain,0x5a3b6f18dc79d50ab208af2fcd61d10bf7e4896f,aetherius@Aetherius,TRUE
ath/aetherv2,binance-smart-chain,0x6d3a0fb0070ea61f901ebc0b675c30450acac737,aetherv2@AetherV2,TRUE
avex!/aevolve-token,binance-smart-chain,0xea6c643b02ead1e42813771826e64a70a973f3e9,aevolve-token@Aevolve,TRUE
avex!/aevolve-token,ethereum,0x60ec6cb71bc7e21f366ab4b570dd3ff181814f7c,aevolve-token@Aevolve,
afen/afen-blockchain,binance-smart-chain,0xd0840d5f67206f865aee7cce075bd4484cd3cc81,afen-blockchain@AFEN Blockchain,TRUE
fyn/affyn,polygon-pos,0x3b56a704c01d650147ade2b8cee594066b3f9421,affyn@Affyn,TRUE
afin/afin-coin,ethereum,0xee9e5eff401ee921b138490d00ca8d1f13f67a72,afin-coin@Asian Fintech,TRUE
afin/afin-coin,binance-smart-chain,0xb955b4cab9aa3b49e23aeb5204ebc5ff6678e86d,afin-coin@Asian Fintech,
afk/afkdao,afkdao,afk,afkdao@AFKDAO,TRUE
afr/afreum,stellar,GBX6YI45VU7WNAAKA3RBFDR3I3UKNFHTJPQ5F6KOOKSGYIAM4TRQN54W,afreum@Afreum,TRUE
afx/afrix,afrix,afx,afrix@Afrix,TRUE
afro/afro,afro,afro,afro@Afro,TRUE
afro/afrostar,binance-smart-chain,0x2f4e9c97aaffd67d98a640062d90e355b4a1c539,afrostar@Afrostar,TRUE
afyon/afyonspor-fan-token,Bitcichain,0xb2c803a0bd2cb8d8e1aa29b961fa703e2de8905d,afyonspor-fan-token@Afyonspor Fan Token,TRUE
agac/aga-carbon-credit,polygon-pos,0x669ddc70273084ea30e6cd4f28ca6e2c70735065,aga-carbon-credit@AGA Carbon Credit,TRUE
acar/aga-carbon-rewards,polygon-pos,0xcbce9f77921c2e90522d438df4c5582f4c617768,aga-carbon-rewards@AGA Carbon Rewards,TRUE
again/again-project,ethereum,0xc01a327e30b0fbf32861333f238b5c36a60abc09,again-project@Again Project,TRUE
edc/aga-rewards,ethereum,0x9d5963ba32e877871dff3e2e697283dc64066271,aga-rewards@Edcoin,TRUE
agar/aga-rewards-2,ethereum,0xb453f1f2ee776daf2586501361c457db70e1ca0f,aga-rewards-2@AGA Rewards,TRUE
agar/aga-rewards-2,polygon-pos,0xf84bd51eab957c2e7b7d646a3427c5a50848281d,aga-rewards-2@AGA Rewards,
agar/aga-rewards-2,binance-smart-chain,0x4ec16da4c9007462de151c0da9f5426c69978a7b,aga-rewards-2@AGA Rewards,
aga/aga-token,ethereum,0x2d80f5f5328fdcb6eceb7cacf5dd8aedaec94e20,aga-token@AGA,TRUE
aga/aga-token,polygon-pos,0x033d942a6b495c4071083f4cde1f17e986fe856c,aga-token@AGA,
aga/aga-token,binance-smart-chain,0x976e33b07565b0c05b08b2e13affd3113e3d178d,aga-token@AGA,
agvc/agavecoin,ethereum,0x8b79656fc38a04044e495e22fad747126ca305c4,agavecoin@AgaveCoin,TRUE
agve/agave-token,xdai,0x3a97704a1b25f08aa230ae53b352e2e72ef52843,agave-token@Agave,TRUE
agve/agave-token,arbitrum-one,0x848e0ba28b637e8490d88bae51fa99c87116409b,agave-token@Agave,
age/agenor,agenor,age,agenor@Agenor,TRUE
agentshibainu/agent-shiba-inu,binance-smart-chain,0x8d3e8975a2c9ce77204a2dbb8024ae56be2c333e,agent-shiba-inu@Agent Shiba I.N.U.,TRUE
aog/ageofgods,binance-smart-chain,0x40c8225329bd3e28a043b029e0d07a5344d2c27c,ageofgods@AgeOfGods,TRUE
gem/age-of-knights,binance-smart-chain,0xc526399973608e6080aff02062a3840da6148738,age-of-knights@Age Of Knights,TRUE
a.o.t/age-of-tanks,binance-smart-chain,0x9589014f7a8547b89a6331eeee32b7fbd5852af9,age-of-tanks@Age Of Tanks,TRUE
ageur/ageur,ethereum,0x1a7e4e63778b4f12a199c062f3efdd288afcbce8,ageur@agEUR,TRUE
ageur/ageur,polygon-pos,0xe0b52e49357fd4daf2c15e02058dce6bc0057db4,ageur@agEUR,
ageur/ageur-wormhole,solana,CbNYA9n3927uXUukee2Hf4tm3xxkffJPPZvGazc2EAH1,ageur-wormhole@agEUR (Wormhole),TRUE
aggl/aggle-io,binance-smart-chain,0x1042aa383cab145dc77121ca75650804a5c134ff,aggle-io@aggle.io,TRUE
agfi/aggregated-finance,ethereum,0x4d0f56d728c5232ab07faa0bdcba23670a35451f,aggregated-finance@Aggregated Finance,TRUE
agfi/aggregatedfinance-2,ethereum,0x80c24111d3f9e1ffecf3b41b9ca68e60a890866b,aggregatedfinance-2@AggregatedFinance [OLD],TRUE
agl/agile,cronos,0xa4434afeae0decb9820d906bf01b13291d00651a,agile@Agile,TRUE
agora/agora-defi,metis-andromeda,0x0ed0ca6872073e02cd3ae005baf04ba43be947fa,agora-defi@Agora Defi,TRUE
agrs/agoras-currency-of-tau,ethereum,0x738865301a9b7dd80dc3666dd48cf034ec42bdda,agoras-currency-of-tau@Agoras: Currency of Tau,TRUE
ago/agora-token,cronos,0x383627caec2ce3b36793c34b576b2e97beda0466,agora-token@Agora AGO,TRUE
bld/agoric,agoric,bld,agoric@Agoric,TRUE
agu/agouti,agouti,agu,agouti@Agouti,TRUE
agpc/agpc,ethereum,0x19fdc290974b574065ff8db4303a0b76aecf223e,agpc@AGPC,TRUE
dlt/agrello,ethereum,0x07e3c70653548b04f0a75970c1f81b4cbbfb606f,agrello@Agrello,TRUE
agn/agricoin,agricoin,agn,agricoin@Agricoin,TRUE
agn/agrinoble,binance-smart-chain,0x2317f8c321954070b57019bfbd9a1fae1f3c04d9,agrinoble@Agrinoble,TRUE
agri/agrinovuscoin,agrinovuscoin,agri,agrinovuscoin@AgriNovusCoin,TRUE
xagc/agrocash-x,binance-smart-chain,0xd80bea63a208770e1c371dfbf70cb13469d29ae6,agrocash-x@AgroCash X,TRUE
farm/agrofarm,binance-smart-chain,0xad759b4634bf48c982541c8db61b4581470b4974,agrofarm@Agrofarm,TRUE
agro/agro-global,binance-smart-chain,0x39cc67690d0f2d4acd68d3d9b612a80d780b84c0,agro-global@Agro Global,TRUE
amt/agro-matic,polygon-pos,0xedbe70ef62b74730215728ed6b3f1f8705e3c58b,agro-matic@Agro-Matic,TRUE
agte/agronomist,solana,4QV4wzDdy7S1EV6y2r9DkmaDsHeoKz6HUvFLVtAsu6dV,agronomist@Agronomist,TRUE
aht/ahatoken,aha,aht,ahatoken@Aha,TRUE
caw/a-hunters-dream,ethereum,0xf3b9569f82b18aef890de263b84189bd33ebe452,a-hunters-dream@A Hunters Dream,TRUE
ait/aichain,ethereum,0x79650799e7899a802cb96c0bc33a6a8d4ce4936c,aichain@AICHAIN,TRUE
aico/aicon,ethereum,0xe7fb3559358a99df54466d0350e4ad6dc7093da3,aicon@Aicon,TRUE
aid/aidcoin,ethereum,0x37e8789bb9996cac9156cd5f5fd32599e6b91289,aidcoin@AidCoin,TRUE
aidi/aidi-finance,binance-smart-chain,0xb358b0e5a8943029e66175830d85198fe6cc93f6,aidi-finance@Aidi Finance,TRUE
aidi/aidi-inu,ethereum,0xda1e53e088023fe4d1dc5a418581748f52cbd1b8,aidi-inu@Aidi Inu,TRUE
aidoc/ai-doctor,ethereum,0x584b44853680ee34a0f337b712a8f66d816df151,ai-doctor@AI Doctor,TRUE
adk/aidos-kuneen,aidos kuneen,adk,aidos-kuneen@Aidos Kuneen,TRUE
